userId,rating,timestamp
1,4,964982703
1,4,964981247
1,4,964982224
1,5,964983815
1,5,964982931
1,3,964982400
1,5,964980868
1,4,964982176
1,5,964984041
1,5,964984100
1,5,964983650
1,5,964981208
1,3,964980985
1,5,964981179
1,4,964980908
1,5,964981680
1,3,964982967
1,3,964982310
1,5,964981179
1,4,964982563
1,4,964980962
1,5,964982588
1,4,964981710
1,3,964982363
1,4,964980868
1,5,964981909
1,4,964982346
1,3,964981208
1,5,964984002
1,4,964981179
1,4,964982653
1,5,964984153
1,4,964982546
1,4,964982271
1,4,964983793
1,5,964982838
1,5,964982931
1,3,964982563
1,5,964982838
1,3,964981775
1,4,964982400
1,3,964982653
1,3,964984086
1,4,964980499
1,5,964982475
1,5,964981529
1,5,964982176
1,4,964983614
1,5,964983219
1,3,964981775
1,5,964982681
1,5,964982876
1,5,964982791
1,5,964982855
1,3,964982903
1,5,964982653
1,5,964982791
1,4,964981179
1,5,964982400
1,4,964980924
1,5,964981680
1,5,964981327
1,5,964982951
1,4,964984018
1,5,964983484
1,5,964981680
1,4,964982513
1,5,964981327
1,5,964981827
1,5,964981872
1,5,964981827
1,5,964983737
1,4,964983250
1,5,964980499
1,5,964982951
1,4,964981855
1,2,964983393
1,5,964981909
1,5,964981909
1,5,964984018
1,5,964983618
1,5,964983723
1,5,964981442
1,3,964983414
1,4,964983599
1,5,964983705
1,5,964982290
1,5,964983414
1,5,964982703
1,5,964981909
1,5,964984086
1,4,964983393
1,3,964982653
1,3,964983017
1,3,964982310
1,3,964984112
1,4,964980875
1,4,964980985
1,5,964981107
1,4,964982620
1,5,964982290
1,3,964981125
1,5,964982346
1,5,964982951
1,4,964983056
1,5,964983504
1,3,964983536
1,3,964982620
1,5,964981125
1,4,964981230
1,4,964981404
1,5,964983034
1,4,964983056
1,4,964981780
1,5,964981497
1,5,964982176
1,4,964981710
1,4,964982211
1,5,964981710
1,4,964984176
1,5,964980523
1,4,964981888
1,5,964982903
1,4,964982563
1,5,964982791
1,4,964981747
1,5,964982400
1,5,964982838
1,5,964982838
1,3,964981710
1,5,964982653
1,4,964982838
1,4,964982588
1,4,964981725
1,5,964982529
1,5,964982876
1,5,964982791
1,5,964982791
1,5,964982838
1,4,964981725
1,5,964981710
1,4,964981680
1,4,964981710
1,2,964981775
1,4,964982989
1,4,964982310
1,5,964983664
1,5,964983263
1,2,964983546
1,5,964983861
1,4,964982462
1,5,964983123
1,2,964983094
1,5,964981093
1,4,964982310
1,3,964982513
1,5,964982242
1,4,964982620
1,5,964983414
1,5,964982588
1,4,964984169
1,4,965719662
1,5,964981278
1,3,964982328
1,5,964982242
1,5,964981265
1,5,964981888
1,5,964983000
1,5,964981144
1,4,964983080
1,2,964982588
1,4,964980523
1,4,964982377
1,5,964982620
1,4,964983393
1,4,964983414
1,5,964983393
1,3,964983426
1,5,964981855
1,5,964980985
1,5,964983414
1,5,964982703
1,4,964981710
1,4,964980523
1,5,964980868
1,5,964981680
1,5,964982703
1,4,964982290
1,5,964981872
1,5,964982176
1,5,964982191
1,5,964981888
1,5,964983282
1,4,964983034
1,5,964982495
1,5,964982271
1,5,964982242
1,4,964980896
1,5,964983762
1,5,964982791
1,5,964981208
1,5,964984086
1,4,964981872
1,5,964983873
1,4,964982495
1,1,964983504
1,3,964981093
1,3,964983108
1,5,964981107
1,5,964983536
1,5,964983484
1,4,964981799
1,4,964981799
1,5,964982328
1,5,964984054
1,5,964981144
1,4,964981725
1,4,964981775
1,4,964982271
1,5,964980668
1,4,964980683
1,4,964982271
1,5,964981589
1,5,964983737
1,5,964981909
1,5,964982363
1,4,964982417
1,4,964980694
1,5,964981855
1,4,964981220
1,4,964982903
1,5,964984002
2,3,1445714835
2,4,1445715029
2,4.5,1445715228
2,4,1445714885
2,4,1445714952
2,3.5,1445714960
2,4,1445715013
2,4,1445715064
2,4.5,1445715141
2,5,1445714980
2,4.5,1445715154
2,3,1445714974
2,4,1445714926
2,3,1445714941
2,4,1445714841
2,4.5,1445715340
2,5,1445715172
2,4,1445715166
2,5,1445715189
2,3.5,1445714891
2,2.5,1445714938
2,3.5,1445714874
2,5,1445714966
2,3,1445715145
2,4,1445714882
2,2,1445715276
2,3.5,1445714854
2,5,1445715272
2,5,1445714851
3,0.5,1306463578
3,0.5,1306464275
3,0.5,1306463619
3,0.5,1306464228
3,0.5,1306463595
3,5,1306463611
3,0.5,1306463567
3,0.5,1306463627
3,0.5,1306464216
3,0.5,1306463569
3,0.5,1306463624
3,3.5,1306463323
3,0.5,1306464189
3,3,1306463561
3,4.5,1306464003
3,0.5,1306464175
3,0.5,1306463572
3,0.5,1306464261
3,2,1306463559
3,4,1306463631
3,0.5,1306464293
3,5,1306463925
3,4.5,1306464054
3,0.5,1306463638
3,5,1306463603
3,0.5,1306464245
3,5,1306463770
